fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
8/8/4Q3/K1k5/2N1b3/2n1P3/8/8 w - - 0 1,c4b2->e4a8->b2d3,2,2,0,0.17934799194335938
8/2b5/5Q2/2k5/K1N1P3/1P6/8/8 w - - 0 1,e4e5->c7d8->f6d6,2,2,0,0.13690185546875
8/8/8/2QK4/8/4R3/2pk2N1/3N4 w - - 0 1,g2e1->d2d1->c5c2,2,2,0,0.5013160705566406
3R4/bk6/8/8/P7/8/6KB/5Q2 w - - 0 1,f1b1->b7c6->b1b5,2,2,0,0.27242183685302734
8/4p3/1K6/1N1k4/3p4/6N1/8/5Q2 w - - 0 1,f1b1->d5e6->b1f5,2,2,0,0.23029303550720215
8/7B/2p5/5N2/4k3/7N/Q7/4K3 w - - 0 1,a2g2->e4d3->g2c6->None,3,2,-1,0.12541890144348145
8/8/8/5N1K/8/3P1k2/R7/Q1b5 w - - 0 1,a1c1->None,2,2,0,0.27205991744995117
6R1/2pk4/8/8/4QK2/8/8/8 w - - 0 1,f4e5->c7c5->e4b7,2,2,0,0.1991286277770996
8/8/2Qn4/k1N5/2b5/P7/8/6K1 w - - 0 1,g1h1->d6e8->c5b7,2,2,0,0.14363789558410645
8/8/8/kN5K/2Q5/8/3q4/4BB2 w - - 0 1,e1d2->a5a6->c4c7->None,3,2,-1,0.27445292472839355
8/8/8/3B4/K7/6Q1/5BPr/7k w - - 0 1,g3c3->h2h8->c3h8,2,2,0,0.6657278537750244
8/8/8/3B3K/7p/8/4p1Pk/4Q3 w - - 0 1,h5h6->h4h3->g2g3->None,3,2,-1,0.004374027252197266
8/8/3Q4/8/4P2B/3Bk3/2K3b1/8 w - - 0 1,c2b1->e3f3->d6g3,2,2,0,0.21595072746276855
8/3b3K/5k2/6R1/4R1P1/8/2Q5/8 w - - 0 1,c2b1->d7e8->g5f5,2,2,0,0.39284825325012207
k7/7R/2n5/8/5N1Q/K7/8/1R6 w - - 0 1,h4h1->None,2,2,0,0.16588163375854492
8/4p3/3R4/7k/8/4N2N/8/2QK4 w - - 0 1,c1c7->e7e5->c7h7,2,2,0,0.17004799842834473
8/Q1p5/8/5k2/1R6/2N2N1K/8/8 w - - 0 1,a7a6->c7c5->b4c4->None,3,2,-1,0.03380179405212402
8/4Q3/1R6/4K3/B7/8/rp6/k7 w - - 0 1,e7b4->b2b1n->b4b1,2,2,0,0.4448981285095215
8/8/8/8/1R1P1R2/3k4/B7/3K4 w - - 0 1,f4f3->d3e4->d1e2->None,3,2,-1,0.05095791816711426
1B6/8/8/8/1R1P1R2/3k4/8/3K4 w - - 0 1,d4d5->d3c3->f4d4->None,3,2,-1,0.0913090705871582
8/8/8/8/4Q2K/8/2n5/qRBk4 w - - 0 1,b1a1->c2d4->c1f4,2,2,0,0.8710880279541016
8/8/8/6N1/6QR/8/4Pp2/2K1k3 w - - 0 1,g4f3->e1f1->h4h1,2,2,0,0.20481109619140625
8/8/8/3p4/1QNkP3/B7/3K4/8 w - - 0 1,b4b1->d4c4->b1d3,2,2,0,0.09168195724487305
4b3/6K1/8/8/7k/8/8/Q5R1 w - - 0 1,a1d1->e8f7->d1g4,2,2,0,0.17460989952087402
8/3b4/8/3N4/8/1QNkP3/8/4K3 w - - 0 1,b3a2->d7e8->a2e2,2,2,0,0.16577696800231934
k7/P2p4/K3p3/8/8/b7/8/4Q3 w - - 0 1,e1b1->a3f8->b1b7,2,2,0,0.08157229423522949
8/8/8/8/K4b2/R7/2k2PR1/5Q2 w - - 0 1,f2f3->f4d2->a3b3->None,3,2,-1,0.32030797004699707
8/8/8/8/8/8/4QRb1/R3K2k w - - 0 1,f2g2->None,2,2,0,0.08582496643066406
8/8/8/8/8/8/1nKBkpQ1/8 w - - 0 1,g2g4->e2f1->c2b2->None,3,2,-1,0.1459980010986328
8/4Q3/4n3/1K2k3/4P3/3P4/6R1/8 w - - 0 1,g2g3->e5d4->e7f6,2,2,0,0.1839771270751953
4Q3/8/4P3/1K2k3/4N3/3P2R1/8/8 w - - 0 1,e8f7->e5d4->f7h5->None,3,2,-1,0.03613114356994629
8/4Q3/4n3/1K2k3/4N3/3P4/6R1/8 w - - 0 1,g2g1->e5f5->e7f6,2,2,0,0.3039360046386719
3B4/8/4pQ2/3k4/1K6/3B4/6N1/8 w - - 0 1,d3c4->d5d6->f6e6,2,2,0,0.20629096031188965
3B4/8/4pQ2/1B1k4/1K6/8/6N1/8 w - - 0 1,b4a3->d5d6->f6d4,2,2,0,0.26967501640319824
7B/6N1/6pk/3Q3N/8/6K1/8/8 w - - 0 1,d5h1->g6g5->h5f4,2,2,0,0.14801907539367676
8/6N1/6pk/3Q3N/8/6K1/8/B7 w - - 0 1,d5f7->g6g5->g7f5,2,2,0,0.17896699905395508
8/8/8/8/3R4/5PN1/4N1k1/4K2R w - - 0 1,d4f4->None,2,2,0,0.018509864807128906
8/4p3/6B1/4k3/5N1P/8/3Q2K1/8 w - - 0 1,f4h5->e7e6->g6h7->None,3,2,-1,0.04207301139831543
Q7/3B4/8/1R6/4P3/5k2/3B4/6K1 w - - 0 1,a8a2->f3e4->a2d5,2,2,0,0.3138244152069092
8/8/8/8/b2KQB1p/8/1p6/3k4 w - - 0 1,d4d3->a4e8->e4h1,2,2,0,0.37511682510375977
8/Q7/8/1K6/4p3/2pk4/5R2/8 w - - 0 1,b5c5->c3c2->a7a3,2,2,0,0.1566178798675537
5K2/p7/5Nk1/r7/5Q2/8/8/2B5 w - - 0 1,c1d2->a5a6->f4g5,2,2,0,0.22107696533203125
8/2K1k1P1/2p5/2p3P1/2Q5/8/8/8 w - - 0 1,g7g8q->None,2,2,0,0.11543798446655273
8/8/8/8/4N3/4N3/4pp2/2K1k3 w - - 0 1,e4c5->f2f1n->c5d3,2,2,0,0.04910087585449219
7Q/7n/6Pk/6nP/6K1/8/8/8 w - - 0 1,g6g7->g5f3->g7g8n,2,2,0,0.10701394081115723
8/8/8/4K1N1/8/3pk3/4n3/3BQ3 w - - 0 1,g5e4->d3d2->e1e2,2,2,0,0.08723974227905273
2K5/1N1N4/2k5/1p1p4/8/8/2B5/8 w - - 0 1,c2b1->d5d4->b1e4,2,2,0,0.06911683082580566
8/5NPK/4pk2/8/4B3/1Q6/8/8 w - - 0 1,b3b7->e6e5->b7d7->None,3,2,-1,0.1813039779663086
8/7Q/1K6/8/8/4N3/2R3BP/6k1 w - - 0 1,h7h8->None,2,2,0,0.00010418891906738281
8/7Q/8/8/8/4N3/2R3BP/3K2k1 w - - 0 1,h7h8->None,2,2,0,9.298324584960938e-05
n1N5/6Q1/2p1k3/8/7N/2K5/8/8 w - - 0 1,c3c4->a8c7->g7e7,2,2,0,0.1705641746520996
4Q3/4pK2/8/5k2/8/6B1/4r1B1/8 w - - 0 1,f7g7->e7e5->e8g6,2,2,0,0.24123525619506836
1K1R4/1N2p3/1k6/1n6/4Q3/8/8/8 w - - 0 1,e4h1->b6a6->h1c6,2,2,0,0.31665611267089844
1K6/1N2p3/1k6/1n6/4Q3/8/8/4R3 w - - 0 1,e1b1->e7e5->e4g6,2,2,0,0.25293993949890137
8/2PN4/P7/1N1k1B2/K7/8/8/8 w - - 0 1,a4b4->d5c6->f5e6->None,3,2,-1,0.07973289489746094
8/2PN4/8/1N1k1B2/K7/8/4P3/8 w - - 0 1,c7c8q->None,2,2,0,0.08701300621032715
8/1PPN4/8/1N1k1B2/K7/8/8/8 w - - 0 1,c7c8q->None,2,2,0,0.08275103569030762
8/8/1p6/5Q2/kr6/6R1/3B2K1/8 w - - 0 1,g3b3->b4b5->f5b5,2,2,0,0.27360010147094727
8/8/4b3/6pN/7k/8/7K/3Q4 w - - 0 1,d1f1->e6g8->f1h3,2,2,0,0.09617376327514648
8/8/8/8/4NQ1b/7r/7p/5K1k w - - 0 1,f1e2->h4d8->f4f1,2,2,0,1.0500099658966064
5B2/8/8/4k3/7K/8/B1Q5/8 w - - 0 1,h4g5->e5d4->g5f4->None,3,2,-1,0.040660858154296875
3K3Q/8/8/5Bk1/6P1/8/5P2/8 w - - 0 1,h8e5->g5h4->e5e3->None,3,2,-1,0.044828176498413086
K7/bP6/k1P5/8/P1N5/8/8/8 w - - 0 1,b7b8n->a7b8->a8b8->None,3,2,-1,0.11184906959533691
5K1k/7p/7R/8/4R3/8/6b1/8 w - - 0 1,e4g4->g2a8->g4g8,2,2,0,0.0926058292388916
7Q/1b5P/8/8/6R1/8/8/K6k w - - 0 1,h8b2->b7c8->h7h8r,2,2,0,0.10543513298034668
7Q/8/8/8/8/5K2/2p5/3kB3 w - - 0 1,e1c3->d1c1->h8h1,2,2,0,0.1909787654876709
6K1/8/8/5P2/8/1Q6/1P1N4/kb6 w - - 0 1,b3a3->b1a2->g8h8->None,3,2,-1,0.07439494132995605
8/8/8/2p1B3/8/pk6/N7/K4Q2 w - - 0 1,a2c3->b3b4->f1b5,2,2,0,0.14093685150146484
3K4/3p1p2/4k3/2R5/8/8/8/3Q4 w - - 0 1,d1d7->e6f6->d7g4->None,3,2,-1,0.07427501678466797
KR6/1nk5/Q7/4N3/3n4/8/8/8 w - - 0 1,a6a3->c7b6->b8b7,2,2,0,0.13752484321594238
1K3Q2/1P1kN3/8/5P2/3P4/8/8/8 w - - 0 1,f8f7->d7d6->b8c8->None,3,2,-1,0.013725996017456055
8/8/1B3p2/8/8/n6K/8/Qb5k w - - 0 1,a1a2->a3b5->a2b1,2,2,0,0.11691403388977051
8/8/8/4p3/8/nK1kP3/6Q1/5N2 w - - 0 1,g2g4->e5e4->g4d1,2,2,0,0.11622285842895508
2K5/2N5/Q1BkN3/8/8/8/5B2/8 w - - 0 1,a6a3->d6e5->a3f8->None,3,2,-1,0.16372895240783691
8/5B1p/8/5Qp1/7k/8/8/4Kb2 w - - 0 1,f7e6->h7h5->f5f2,2,2,0,0.16483616828918457
k6K/8/nPP5/8/5Q2/8/8/8 w - - 0 1,f4f8->a6b8->h8g8->None,3,2,-1,0.016098737716674805
2Q2N2/3K2k1/5N2/3B3p/8/8/8/8 w - - 0 1,d5h1->g7h8->f8e6,2,2,0,0.2707247734069824
8/8/8/pp6/kB5Q/8/K2b4/8 w - - 0 1,b4d2->b5b4->h4c4->None,3,2,-1,0.13743996620178223
K7/8/4p3/kBR5/7B/7R/8/8 w - - 0 1,h4d8->a5b4->c5e5->None,3,2,-1,0.13066387176513672
8/4Q3/8/pkN2B2/8/8/K7/8 w - - 0 1,c5a4->b5c4->e7c5,2,2,0,0.21537375450134277
1k6/nB6/8/N6b/8/8/2Q2K2/8 w - - 0 1,c2h7->h5d1->h7h2,2,2,0,0.2299199104309082
2Q5/3pk3/6P1/2PKP3/8/8/8/8 w - - 0 1,d5e4->d7d6->c5d6,2,2,0,0.04528689384460449
8/1B1R4/8/Pk6/1P6/P7/8/3K4 w - - 0 1,d7d3->b5a4->b7c6,2,2,0,0.10198020935058594
8/3P1P1N/6k1/5N2/8/3K3Q/8/8 w - - 0 1,f7f8q->None,2,2,0,0.15809011459350586
2B5/3R1p2/4k2r/8/K4Q2/8/8/8 w - - 0 1,f4g5->f7f5->g5e7,2,2,0,0.22815394401550293
8/8/8/2B5/1p6/1K6/2Q2p2/4k3 w - - 0 1,c2f2->e1d1->c5e3->None,3,2,-1,0.1047360897064209
k7/Pr6/2K5/8/8/8/5Q2/7B w - - 0 1,c6d6->None,2,2,0,0.00010609626770019531
8/8/8/8/K7/p1p1N3/8/1k1N1Q2 w - - 0 1,f1e2->b1c1->e2c2,2,2,0,0.17321491241455078
1BB5/2n5/8/5R2/4k3/5N2/4K3/8 w - - 0 1,b8c7->None,2,2,0,0.04346919059753418
4N1k1/3K4/6P1/5N1P/8/8/8/8 w - - 0 1,e8f6->g8f8->d7d8->None,3,2,-1,0.005092144012451172
3k4/r2P4/b1Q2K2/1B6/8/8/8/8 w - - 0 1,b5a4->a7a8->c6b6,2,2,0,0.16827392578125
5K2/2P2R2/2Bk4/8/3B4/8/8/8 w - - 0 1,c6a8->d6e6->c7c8n->None,3,2,-1,0.08122801780700684
5K2/3P1R2/2Bk4/8/3B4/8/8/8 w - - 0 1,d7d8n->None,2,2,0,0.1550767421722412
5K2/4PR2/2Bk4/8/3B4/8/8/8 w - - 0 1,f7f6->d6c7->e7e8q->None,3,2,-1,0.05568099021911621
5K2/1P3R2/2Bk4/8/3B4/8/8/8 w - - 0 1,c6e4->d6e6->b7b8q->None,3,2,-1,0.09590697288513184
8/8/1p6/2P5/2kN4/8/1Q6/4K2B w - - 0 1,d4c2->c4c5->b2b4,2,2,0,0.15394878387451172
8/5p2/5K2/7k/7p/7Q/8/8 w - - 0 1,h3h1->h5h6->h1h4,2,2,0,0.061849117279052734
R7/8/8/1N2Q3/pkp5/8/8/2K5 w - - 0 1,c1b1->b4b3->e5b2,2,2,0,0.2244858741760254
N6R/k2P4/7P/6K1/8/8/8/8 w - - 0 1,d7d8q->a7a6->d8b6,2,2,0,0.05923795700073242
7R/k1KP4/7P/2N5/8/8/8/8 w - - 0 1,h8g8->None,2,2,0,7.867813110351562e-05
7R/3P1k2/7P/2N3K1/8/8/8/8 w - - 0 1,h8e8->None,2,2,0,0.00689697265625
7R/k2P4/7P/2N3K1/8/8/8/8 w - - 0 1,d7d8q->None,2,2,0,0.0628972053527832
8/8/4Q3/2k5/K5Rq/4P3/5B2/8 w - - 0 1,g4h4->None,2,2,0,0.14946985244750977
8/3K4/8/2NkN3/3b4/3Q4/8/8 w - - 0 1,d3d2->d5c5->d2a5,2,2,0,0.14515304565429688
8/8/2B5/8/5K2/7p/Q4B1k/5r2 w - - 0 1,a2b2->f1f2->b2f2,2,2,0,0.3288450241088867
8/8/1K2k3/1Q1N4/6R1/7B/8/8 w - - 0 1,b5e8->e6d5->e8e7->None,3,2,-1,0.08018994331359863
4k3/3pPp2/8/8/8/4R3/4K3/4Q3 w - - 0 1,e1b1->f7f6->b1g6,2,2,0,0.12499880790710449
5k2/4pPp1/8/8/8/5R2/5K2/5Q2 w - - 0 1,f1a1->e7e5->a1a3,2,2,0,0.13481402397155762
7r/6pk/7N/3Q4/6K1/8/8/8 w - - 0 1,g4g5->h8g8->d5g8,2,2,0,0.11131119728088379
2Q4K/6R1/8/8/7k/8/6rr/6R1 w - - 0 1,g1g2->h4h5->g2h2,2,2,0,0.30423402786254883
3K4/Q4B2/8/pk6/8/8/3N4/8 w - - 0 1,d2b3->a5a4->a7b7,2,2,0,0.18761706352233887
8/6Pk/8/3n4/2B3NK/6Q1/8/8 w - - 0 1,g3c7->d5c3->g7g8q,2,2,0,0.2189798355102539
8/8/8/8/1B6/8/2k5/K2b2RQ w - - 0 1,g1e1->c2d3->h1e4,2,2,0,0.3054018020629883
7R/1B1N4/8/3r4/1K2k3/8/5Q2/8 w - - 0 1,h8g8->e4d3->b7d5->None,3,2,-1,0.006494998931884766
7b/3Q4/5k2/7K/3P4/4Bn2/8/8 w - - 0 1,d4d5->f3e1->e3d4,2,2,0,0.1694188117980957
6R1/8/6NK/8/6k1/r7/4PQ2/8 w - - 0 1,e2e4->a3a1->g6f4,2,2,0,0.40326762199401855
8/5p2/6pQ/3K1k2/6N1/7P/8/8 w - - 0 1,g4e3->f5f6->d5d6->None,3,2,-1,0.06602907180786133
kr6/1R6/4K1Q1/8/8/p7/8/7B w - - 0 1,e6d5->b8h8->g6a6,2,2,0,0.3523082733154297
8/8/kr6/1NB5/8/KN1Q4/8/8 w - - 0 1,d3f3->b6b8->b5c7,2,2,0,0.4250960350036621
4r2k/QR2p1p1/6K1/8/8/8/8/8 w - - 0 1,a7a1->h8g8->a1g7,2,2,0,0.14696407318115234
8/4Q3/8/5k2/8/2K2NpN/6R1/8 w - - 0 1,e7f7->f5e4->c3d2->None,3,2,-1,0.06319379806518555
8/8/8/5p2/5npp/7k/8/4Q2K w - - 0 1,e1g1->f4g6->g1g2,2,2,0,0.0794990062713623
R7/1p6/8/8/P1K5/k7/2R5/8 w - - 0 1,a4a5->b7b5->a5b6,2,2,0,0.13511395454406738
8/4p3/5R2/2pkp3/6Q1/8/3K4/8 w - - 0 1,d2d3->c5c4->g4c4,2,2,0,0.2489490509033203
6k1/r7/1b3QK1/3N4/8/8/8/8 w - - 0 1,d5c3->a7a8->f6g7,2,2,0,0.31490182876586914
8/5K2/7p/3B4/5Pk1/3P4/7Q/8 w - - 0 1,h2f2->h6h5->d5e6,2,2,0,0.17741107940673828
8/P1P5/8/k7/2K5/8/8/8 w - - 0 1,c7c8q->a5a4->c8c5->None,3,2,-1,0.019575834274291992
8/4k3/1P5K/7Q/1R6/7B/1B6/8 w - - 0 1,h5g6->e7d8->g6f7->None,3,2,-1,0.0316011905670166
8/8/6Q1/1N1bk3/3R4/2K5/8/8 w - - 0 1,b5d6->d5g8->g6f5,2,2,0,0.197509765625
8/8/8/1K1Q4/2B2k2/R7/5P2/2n5 w - - 0 1,a3g3->c1a2->c4a2->None,3,2,-1,0.23250102996826172
8/8/8/n7/K7/B7/k1B4p/7R w - - 0 1,c2e4->a5b3->e4d5->None,3,2,-1,0.035678863525390625
8/8/8/3Q4/8/6K1/4p3/4k3 w - - 0 1,g3g2->None,2,2,0,0.09075403213500977
1Q6/5K1B/8/8/3B4/p1n5/k7/8 w - - 0 1,d4c3->None,2,2,0,0.2647209167480469
3R4/bk6/8/8/P7/8/6KB/5Q2 w - - 0 1,f1b1->b7c6->b1b5,2,2,0,0.2640659809112549
3kr3/1K2b3/5N2/8/8/B7/8/4R3 w - - 0 1,e1c1->e8h8->c1c8,2,2,0,0.3660132884979248
5R2/3B4/8/3Np3/2Knk3/8/8/8 w - - 0 1,d7h3->d4c6->h3g2,2,2,0,0.14689874649047852
8/B7/2KQ4/8/8/7p/4P1kp/8 w - - 0 1,d6d2->g2g3->d2g5,2,2,0,0.33355069160461426
4k3/8/4K3/B7/8/2n3n1/Q7/8 w - - 0 1,a2f2->g3h5->f2f7,2,2,0,0.3186652660369873
8/8/8/8/r3p1R1/6K1/1Q6/3k4 w - - 0 1,g3f2->a4a8->g4g1,2,2,0,0.19315099716186523
8/8/1N6/8/1p1B4/8/2k1B3/R3K3 w Q - 0 1,b6c4->b4b3->d4b2->None,3,2,-1,0.025352954864501953
8/Nk6/1P2K3/8/8/8/BR6/8 w - - 0 1,a2d5->b7a6->b2b5->None,3,2,-1,0.10328507423400879
8/8/5N2/5k2/7K/2B5/8/Q7 w - - 0 1,a1a7->f5f4->a7f2,2,2,0,0.1167612075805664
r3k1K1/1RR3p1/7p/8/8/8/8/8 w q - 0 1,b7b1->e8d8->c7g7->d8e8,3,2,-1,0.12055397033691406
2B5/8/6K1/5R2/4k3/8/3R4/2B5 w - - 0 1,c8d7->e4e3->d7c6->None,3,2,-1,0.0005049705505371094
7Q/8/3K1B2/1p6/8/1k6/R7/8 w - - 0 1,h8g8->b3b4->g8f7->None,3,2,-1,0.0011131763458251953
8/8/8/8/8/7p/5K1k/R7 w - - 0 1,f2f3->None,2,2,0,8.392333984375e-05
8/8/8/8/8/7P/5K1k/R7 w - - 0 1,f2f3->h2h3->a1h1,2,2,0,0.03146815299987793
8/8/8/8/pp6/8/R7/R1K1k3 w - - 0 1,a2c2->e1f1->c1b2,2,2,0,0.03157210350036621
7B/1Q6/8/2NP4/2k5/4K3/8/8 w - - 0 1,h8e5->c4c5->b7b3->None,3,2,-1,0.009159326553344727
8/3p4/2N4Q/K1k5/5N2/1P6/8/8 w - - 0 1,h6f6->d7d6->f6c3,2,2,0,0.12359404563903809
8/2B5/4R3/1N6/2k2K2/3N4/R7/8 w - - 0 1,e6c6->c4b3->c6c2->None,3,2,-1,0.12400293350219727
8/2B5/4R3/1N6/2k5/3N4/R7/2K5 w - - 0 1,e6e2->c4b3->e2c2->None,3,2,-1,0.22337794303894043
8/4R3/5p2/3k1B2/1B6/4P3/4K3/8 w - - 0 1,e7b7->d5c4->f5e6,2,2,0,0.13814616203308105
8/K7/8/kp6/p5Qp/8/3P4/8 w - - 0 1,d2d3->b5b4->g4f5,2,2,0,0.10832905769348145
Q3N3/3k4/5BK1/b7/8/N7/8/8 w - - 0 1,a3b1->d7e6->a8c6,2,2,0,0.20905184745788574
7k/6b1/5nK1/4R3/2B5/8/1B6/8 w - - 0 1,e5e1->f6g8->b2g7,2,2,0,0.18641304969787598
8/5p2/5Q2/8/8/3K4/8/1kN5 w - - 0 1,d3d2->None,2,2,0,0.11902904510498047
2bQ4/1kpN4/R7/K7/8/8/8/8 w - - 0 1,a5b4->c8d7->d8a8,2,2,0,0.11579179763793945
2RQR3/8/5K2/3P4/8/3k4/n7/8 w - - 0 1,d8a5->d3d4->a5d2,2,2,0,0.1745309829711914
6R1/8/R7/8/8/n7/p7/k1K5 w - - 0 1,a6a3->None,2,2,0,0.08050394058227539
r7/4kB2/p7/3Q4/2N5/8/8/4K3 w - - 0 1,f7h5->a6a5->d5d6,2,2,0,0.2014758586883545
8/8/6k1/7R/5K2/5Q2/8/8 w - - 0 1,f3b7->g6h5->b7h7,2,2,0,0.16542506217956543
8/4p1K1/2R5/4P3/2B1k3/8/5Q2/8 w - - 0 1,c6e6->None,2,2,0,0.06328201293945312
1N6/5P2/1K1Nk3/8/8/8/7Q/8 w - - 0 1,h2h6->e6d5->b8c6->None,3,2,-1,0.0865938663482666
8/8/2Q3n1/6B1/3kB3/8/5K2/8 w - - 0 1,g5f6->g6e5->f6h8->None,3,2,-1,0.1531670093536377
4B3/8/8/4QK2/7k/8/6p1/6b1 w - - 0 1,f5f4->h4h3->e5h5,2,2,0,0.1906139850616455
8/1N6/8/4k3/2R1b1QK/8/8/8 w - - 0 1,g4e4->e5f6->c4c7->None,3,2,-1,0.11301898956298828
8/5K2/8/5k2/2N1p2Q/7b/8/5r2 w - - 0 1,h4g3->e4e3->c4d6,2,2,0,0.13105320930480957
8/8/8/8/K7/3B4/4Q3/k7 w - - 0 1,a4b5->None,2,2,0,7.486343383789062e-05
8/5Q2/R4Bqk/8/8/6P1/8/3K4 w - - 0 1,g3g4->g6h7->g4g5,2,2,0,0.27126336097717285
8/1Q6/8/8/1Kp1B3/4p3/3k4/7R w - - 0 1,b4a3->d2c3->b7b2,2,2,0,0.25501322746276855
4k3/5n1R/2N1b3/2K5/8/8/8/Q7 w - - 0 1,a1f6->e6a2->f6e7,2,2,0,0.21305108070373535
8/8/2p3pp/7k/8/7K/6Qn/8 w - - 0 1,g2g1->h2g4->g1g4,2,2,0,0.05311393737792969
8/8/6p1/4Q3/7k/2B4P/5K2/5b2 w - - 0 1,f2f3->h4h3->e5g3,2,2,0,0.1633908748626709
8/3K2k1/3N2PN/5R2/8/8/8/2B5 w - - 0 1,f5g5->g7f6->g6g7->None,3,2,-1,0.10715818405151367
4k2r/1R6/6Pp/8/8/8/8/5RK1 w k - 0 1,f1a1->h8g8->a1a8,2,2,0,0.08931398391723633
4k2r/1R5p/6P1/8/8/8/8/5RK1 w k - 0 1,b7b8->e8d7->b8h8->h7g6,3,2,-1,0.1153860092163086
1Q1B4/pp6/k7/p7/2K5/8/8/8 w - - 0 1,b8c7->b7b6->c7c8,2,2,0,0.0682837963104248
7b/8/b7/N7/4Q3/2k5/2P5/2K5 w - - 0 1,e4e2->h8g7->e2d2,2,2,0,0.12459182739257812
4k2r/R6b/8/4K3/8/8/8/Q7 w k - 0 1,a1b1->h8g8->b1b8,2,2,0,0.1852858066558838
8/8/8/8/8/4K2R/3R2p1/kb4Q1 w - - 0 1,h3h8->None,2,2,0,8.106231689453125e-05
8/4P3/4k3/8/4K3/4Q3/8/8 w - - 0 1,e7e8q->e6d6->e3a7->None,3,2,-1,0.0862269401550293
8/6Pn/3p4/5K1k/8/8/8/8 w - - 0 1,g7g8q->d6d5->g8h7,2,2,0,0.02618408203125
8/5N2/8/8/1K2k3/4P2B/8/2Q5 w - - 0 1,f7g5->e4d3->h3g4->None,3,2,-1,0.029317140579223633
3K4/3bP3/2Pk4/8/2Q2P2/8/8/8 w - - 0 1,c6d7->None,2,2,0,0.1011650562286377
8/1P6/8/3k4/3P1Q2/8/K7/8 w - - 0 1,b7b8q->d5c4->b8b3,2,2,0,0.12882113456726074
r3k2r/8/2P1KP2/8/8/6Q1/8/8 w kq - 0 1,c6c7->h8g8->g3g8,2,2,0,0.19097685813903809
Q4N2/2K5/8/8/4NRbk/8/8/8 w - - 0 1,f4f7->h4h5->f7h7,2,2,0,0.17119503021240234
2k5/2B5/8/2R5/2B5/8/2K5/2Q5 w - - 0 1,c4e6->c8b7->c1a3->None,3,2,-1,0.1069481372833252
8/2p5/2p5/k1K5/2Q5/8/2b5/8 w - - 0 1,c4g8->c2b1->g8a8,2,2,0,0.07075881958007812
8/8/B7/8/8/1k6/1NNPK3/1R6 w - - 0 1,a6c4->b3c2->c4a2->None,3,2,-1,0.012893199920654297
8/8/1R1B4/8/1NkN4/8/8/R3K3 w Q - 0 1,e1c1->c4c3->b6c6,2,2,0,0.18608689308166504
8/8/8/7N/7k/Q4K1N/8/8 w - - 0 1,h5f4->None,2,2,0,0.005281925201416016
k1Kn4/p2p4/8/8/8/8/8/3R2Q1 w - - 0 1,d1a1->d8f7->a1a7,2,2,0,0.10905814170837402
8/8/8/8/Q7/4RP2/3P2k1/R3K3 w Q - 0 1,a4h4->g2g1->h4h3->None,3,2,-1,0.036329030990600586
6k1/4p3/3p2K1/1pp5/8/6Q1/8/8 w - - 0 1,g3f2->g8h8->f2f8,2,2,0,0.08881425857543945
2K5/B7/N3R3/1k6/8/7R/8/1B6 w - - 0 1,a7b6->b5a4->e6e5->None,3,2,-1,0.03275489807128906
8/8/8/2R3pN/8/3B1k2/8/4K2R w K - 0 1,c5c4->f3e3->h1h3,2,2,0,0.1645069122314453
8/8/3Q3P/5N2/5Pk1/3P4/5K2/8 w - - 0 1,f2g2->g4f5->g2h3->None,3,2,-1,0.12547993659973145
5Q2/1P6/8/3k4/3P4/8/3R4/3K4 w - - 0 1,f8f7->d5e4->d1e2->None,3,2,-1,0.05259108543395996
7K/4kP2/8/7B/5B2/8/8/8 w - - 0 1,f7f8q->e7e6->f8f7,2,2,0,0.07213401794433594
8/5K2/8/6k1/Q7/8/8/4N3 w - - 0 1,a4e4->g5h5->e4f4->None,3,2,-1,0.05513596534729004
7R/P4k2/8/4P3/4K3/8/8/8 w - - 0 1,a7a8q->f7g6->a8g8,2,2,0,0.07075905799865723
r3k1n1/Bp6/4K3/8/8/8/2Q5/8 w - - 0 1,c2c5->g8e7->c5e7,2,2,0,0.16802716255187988
8/8/8/4K3/p7/5Q2/Bk3B2/8 w - - 0 1,f3e2->b2a1->f2d4,2,2,0,0.2754988670349121
3K4/8/8/4B3/nk6/3Q4/2P5/R7 w - - 0 1,e5d6->a4c5->d8e8->None,3,2,-1,0.08686327934265137
8/4P3/8/6R1/8/1K2B3/2N1k1N1/8 w - - 0 1,b3c4->e2d1->c4d3->None,3,2,-1,0.1095590591430664
4n3/1PP5/k1P5/8/K7/8/8/8 w - - 0 1,b7b8q->e8g7->c7c8b,2,2,0,0.05279684066772461
8/4Q3/4P3/B6K/8/N7/4k3/3N4 w - - 0 1,e7f6->e2d1->f6b2->None,3,2,-1,0.04421091079711914
3K1R2/1R6/k7/8/8/8/8/8 w - - 0 1,d8c7->a6a5->f8a8,2,2,0,0.05971407890319824
8/1R6/8/8/k7/P2P2R1/1K6/8 w - - 0 1,b7b4->a4a5->g3g6->None,3,2,-1,0.027643680572509766
8/1R6/8/8/k5P1/P5R1/1K6/8 w - - 0 1,g3b3->a4a5->b7a7,2,2,0,0.07452678680419922
3k4/1R6/8/8/6P1/P5R1/1K6/8 w - - 0 1,g3c3->d8e8->c3c8,2,2,0,0.08065080642700195
8/8/8/8/4B3/2K5/4R3/kN6 w - - 0 1,e4h7->None,2,2,0,0.0026569366455078125
