fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
5R1R/pp6/2bBp1p1/1n1n2kP/6p1/P1rP4/2q1P1Q1/6K1 w - - 0 1,g2d5->e6e5->d6e7,2,2,0,10.978025197982788
r4rk1/1bq2pb1/p1n1p3/1p2P1Q1/8/2N1R3/PPP2P2/1K5R w - - 0 1,h1g1->g8h8->g5g7,2,2,0,0.38323974609375
3r4/2N1pp2/R2bpk1K/2n5/4PPB1/2P3n1/8/8 w - - 0 1,c7d5->e6d5->e4e5,2,2,0,0.011391878128051758
4NQ2/1p5r/8/1P1k2q1/N2bRp2/2p1n3/2P3PP/6K1 w - - 0 1,e4e3->h7h8->f8f7,2,2,0,0.4914398193359375
4N3/5r1p/1pR5/5k1K/3Pp3/4P1pp/4r3/1q6 w - - 0 1,h5h4->f7f8->e8g7,2,2,0,0.3040347099304199
4B2r/8/8/3K2p1/5kP1/R5pP/5r2/4N3 w - - 0 1,a3e3->h8g8->e3e4,2,2,0,0.6132450103759766
k2r4/1pK5/1Q2R3/3q4/8/8/8/8 w - - 0 1,b6a6->b7a6->e6a6,2,2,0,0.37598180770874023
k7/2R5/K2n4/2bq4/Q7/8/8/8 w - - 0 1,a4b3->d6e8->c7c8,2,2,0,0.33618879318237305
6k1/6pp/1p4N1/2b4P/6P1/1n3R2/r1r3B1/4K2R w - - 0 1,g4g5->c5f8->f3f8,2,2,0,0.37018680572509766
r4r1k/p2n2Rp/3Npp2/P7/1p1bPP2/7q/1P2BP1P/6RK w - - 0 1,b2b3->f8g8->d6f7,2,2,0,0.1701679229736328
3qk1r1/R6p/4N3/4n3/8/2P4P/6PK/5R2 w - - 0 1,g2g4->g8h8->e6g7,2,2,0,1.2917287349700928
8/n7/4nK1B/3p4/4k3/rN3p2/5pb1/3R4 w - - 0 1,d1d3->a7c8->d3e3,2,2,0,1.0153319835662842
8/2p2p2/1b3p2/1P3bp1/2K1k3/3N1R2/5PP1/8 w - - 0 1,f3e3->b6e3->f2f3,2,2,0,0.2826368808746338
5k2/2pr4/q1p1RP2/2K1pP2/6R1/1B6/8/8 w - - 0 1,g4h4->f8g8->e6e8,2,2,0,0.07015800476074219
2k5/1p1rRp2/pBp2np1/P6q/5P2/7P/3Q2PK/8 w - - 0 1,d2d6->d7d8->d6c7,2,2,0,1.5134451389312744
5k2/2p4r/q1p1RP2/1pK1p3/6R1/1B6/8/8 w - - 0 1,g4a4->f8g8->e6e8,2,2,0,0.22874712944030762
N1kb2R1/K7/5N2/3bR3/1Q6/8/8/8 w - - 0 1,e5d5->None,2,2,0,0.17830395698547363
6K1/3p1B2/3p1kN1/7R/b5P1/6n1/2r2p2/b5R1 w - - 0 1,g1d1->a4c6->d1d6,2,2,0,2.9760308265686035
3Q2r1/q7/4p1pp/6R1/4B2k/6n1/b2r3p/K2n4 w - - 0 1,e4f3->g8h8->g5h5,2,2,0,4.176690340042114
3R3B/2K1p3/1p2k2N/q2pp1p1/7p/3n2b1/b4R2/8 w - - 0 1,f2f6->e7f6->d8e8,2,2,0,0.19330215454101562
8/8/8/3r3q/R2ppN2/2k2b1p/2P2N2/2K5 w - - 0 1,f2h1->h5h8->f4d5,2,2,0,0.20954298973083496
Q5qk/4K2p/6Pp/8/4B3/8/8/8 w - - 0 1,g6g7->h8g7->a8a1,2,2,0,0.14238190650939941
8/3R1Rp1/1p2p2p/1P2b3/2P1k1K1/4pN2/4P3/7q w - - 0 1,c4c5->e5b8->d7d4,2,2,0,0.4339408874511719
6nk/1R6/4NnP1/8/8/p7/r6r/1b2K2R w - - 0 1,b7h7->h2h7->g6g7,2,2,0,0.24547576904296875
2B5/8/8/4ppp1/3nqk2/2n3RP/4PPP1/6K1 w - - 0 1,g3e3->e4a8->g2g3,2,2,0,0.5442779064178467
1bkr4/1p2R3/1Q6/8/2qp4/5b2/6BP/7K w - - 0 1,g2f3->d8h8->f3b7,2,2,0,2.2094688415527344
k7/p1Kppq1b/1p6/3PP3/1P6/2P1Q3/6R1/7r w - - 0 1,e3b6->a7a5->b6b8,2,2,0,0.5464980602264404
1r6/rpk2p2/1n5Q/nBp1p3/2P5/q3N3/8/1K5R w - - 0 1,e3d5->c7d8->h6f8,2,2,0,0.9154260158538818
2Q1b3/4k3/1K2B3/3pBp2/2q5/8/8/8 w - - 0 1,e5g7->e8f7->c8d7,2,2,0,0.10455608367919922
2rn1k2/R4p1p/6pN/2b3Pq/B4n2/8/5P2/3Q2K1 w - - 0 1,d1d8->c8d8->a7f7,2,2,0,2.0708048343658447
q1n3N1/1rk3r1/5Qn1/8/B1pN4/2P1p3/6P1/K7 w - - 0 1,f6f4->c7d8->d4e6,2,2,0,0.32097816467285156
3krb2/2p1p3/2p1B3/2K2p2/3N4/1P1P4/1QP4p/6qr w - - 0 1,b2a1->f5f4->a1a8,2,2,0,0.5342438220977783
r1bq3r/3n1R1p/1p2p1pk/p3P3/2pP2Q1/2P5/PPB3PP/6K1 w - - 0 1,c2g6->h8g8->g4h5,2,2,0,0.3057572841644287
1Rr4n/1R5K/p5p1/1p2B3/pk6/p2B3b/7b/3n4 w - - 0 1,b7b5->a6b5->b8b5,2,2,0,0.16966915130615234
5Q2/8/b5p1/1q4kp/3P4/5P1P/6P1/6K1 w - - 0 1,g2g3->a6c8->f3f4,2,2,0,0.40376901626586914
6N1/1K1k1B2/pR1p1p2/1R6/1p1n2n1/3r2p1/1p4r1/3qb3 w - - 0 1,b5b4->d7d8->b6d6,2,2,0,1.2161989212036133
4nqrk/r5p1/pn1p1pP1/2pPpP2/2P1P2P/1P6/2BBK3/6RR w - - 0 1,g1g5->a6a5->g5h5,2,2,0,0.6576821804046631
8/2b3n1/7Q/2k1ppr1/p5p1/2KR2P1/PR6/5q2 w - - 0 1,b2d2->g7e8->d3d5,2,2,0,1.4569101333618164
8/6r1/4B3/n1p1p1rb/2p1kbpR/1pR1P3/4NPP1/1K6 w - - 0 1,e3f4->g7g8->c3e3,2,2,0,1.088568925857544
r1r3q1/4R1pp/p1pk4/P7/1n1P4/6b1/1P2QPPP/4R1K1 w - - 0 1,f2f4->g8h8->e2e5,2,2,0,0.6317288875579834
rn1q4/pp4p1/3p1kB1/2bP2p1/2PpQ3/6Pb/PP5P/R6K w - - 0 1,g3g4->d8h8->e4e6,2,2,0,0.5457210540771484
8/3p1R1p/1p1p4/1q2kp1p/4Nn2/1BP2PR1/8/1K5b w - - 0 1,g3g5->b5c6->g5f5,2,2,0,0.21078109741210938
3r4/2kP2pr/p1PN2p1/K5Qp/3N4/6b1/8/3q4 w - - 0 1,d4b5->c7b8->g5d8,2,2,0,0.17365813255310059
6b1/3pp3/n3k3/8/8/1K6/1p5B/q4Q1B w - - 0 1,h1d5->e6d5->f1c4,2,2,0,0.5242319107055664
b5rN/2B5/3p3p/1p6/1n2N1Pk/7p/4B2p/7K w - - 0 1,c7b6->g8h8->b6f2,2,2,0,0.17982912063598633
5r2/3p1B2/3K1p2/5P2/6q1/NR1p4/pR1P3P/k7 w - - 0 1,b2b1->a2b1n->b3b1,2,2,0,2.787376880645752
N3k3/p3PN1p/r1r1PK2/1p6/6P1/8/8/8 w - - 0 1,f7d6->c6d6->a8c7,2,2,0,0.03767275810241699
N3k3/p3PN1p/2r1PK2/1p6/8/8/2r5/8 w - - 0 1,a8b6->c6c8->f7d6,2,2,0,0.017405986785888672
5Qrk/7p/5p2/4q3/3p1N2/7P/6P1/7K w - - 0 1,f4g6->h7g6->f8h6,2,2,0,1.0110349655151367
2QR4/6b1/1p4pk/7p/5n1P/4rq2/5P2/5BK1 w - - 0 1,c8c3->g7h8->c3h8,2,2,0,0.12938904762268066
2b2k2/4npp1/8/6Q1/8/5qPp/5P1P/2R3K1 w - - 0 1,c1c8->e7c8->g5d8,2,2,0,2.5610339641571045
7k/4bp1p/5qpQ/8/8/8/6PP/3R3K w - - 0 1,d1d8->e7d8->h6f8,2,2,0,1.0078229904174805
5qrk/2p3rp/1p5R/4Q3/3n3P/p1P1R1P1/P6K/8 w - - 0 1,h6h7->h8h7->e5h5,2,2,0,0.15547704696655273
r1b2r1k/ppb1qp1p/2p3pQ/4n3/1PB1N3/P3P3/1B1P2PP/R6K w - - 0 1,b2e5->h8g8->h6g7,2,2,0,1.2547438144683838
r2q3k/pppb1Q1p/3p1b1p/8/2B5/8/PPP2PPP/4R1K1 w - - 0 1,e1e8->d7e8->f7g8,2,2,0,2.2016119956970215
5rkr/pR3p2/4N2p/6pQ/4P3/1P5P/P1q3PK/8 w - - 0 1,h5g5->g8h7->g5g7,2,2,0,0.6747720241546631
r2qk2r/1p1b2bp/p4pp1/4p3/1B2Q3/3B4/PP3PPP/R4RK1 w - - 0 1,e4g6->h7g6->d3g6,2,2,0,0.4682581424713135
7k/5Pbp/7p/8/8/8/7K/2B5 w - - 0 1,c1b2->h6h5->f7f8q,2,2,0,0.04456901550292969
2Q5/7R/2p3pp/2Pb1p1k/3PpP1q/4B2P/8/4n1K1 w - - 0 1,h7h6->h5h6->c8h8,2,2,0,1.1219360828399658
7k/1r4rp/8/8/8/5QP1/1q3PKR/7R w - - 0 1,h1c1->h8g8->c1c8,2,2,0,0.6570711135864258
3r1rk1/pp1q1p1n/2p4R/5N2/8/1P3P2/PBPP4/2K5 w - - 0 1,h6g6->f7g6->f5h6,2,2,0,0.1623690128326416
8/4R3/1bkpP3/1Np5/2P5/4p3/3r3r/1R2K3 w - - 0 1,b1b2->b6d8->b5a7,2,2,0,0.5317480564117432
r3r3/p2b1ppp/2pk4/2Np1n2/3N4/1P6/P2P1PPP/2R1R1K1 w - - 0 1,d4b5->c6b5->c5b7,2,2,0,0.540808916091919
rnbk2r1/pppp1pBp/2q5/8/2B3Q1/8/P5PP/R3R1K1 w - - 0 1,e1e6->g8h8->g7f6,2,2,0,0.4732818603515625
r1r4k/p1q2p1p/1p3n2/4RN2/2b3R1/2Q1PP2/6PP/6K1 w - - 0 1,e5e8->c8e8->c3f6,2,2,0,1.0468459129333496
Q4b2/5pkp/p4rp1/R7/8/4B1P1/1q3PKP/8 w - - 0 1,e3h6->g7h6->a8f8,2,2,0,5.641418933868408
4rbR1/5p1k/3p1q1p/1pnP1b2/4p1Q1/2P3RP/2B2PP1/5NK1 w - - 0 1,g8h8->f6h8->g4f5,2,2,0,0.12701010704040527
6kr/1pq2p1p/2bpp3/6B1/7P/PP6/1QP5/K5Rr w - - 0 1,c2c4->g8f8->b2h8,2,2,0,0.2358870506286621
8/8/5p2/p1K5/3Q4/pk6/1p6/1B3q2 w - - 0 1,d4d1->b3c3->d1c2,2,2,0,0.26506590843200684
8/pk6/8/p1K1p3/q7/7B/4Q3/8 w - - 0 1,e2g4->b7b8->g4c8,2,2,0,0.20453095436096191
r2b1r1k/p2b1p1p/q1p2npN/5NQ1/2p4B/8/1PP1KPPP/7R w - - 0 1,b2b4->f8g8->h6f7,2,2,0,0.3588223457336426
2Q3bk/p7/2p2rpK/4N3/8/8/3n4/qN6 w - - 0 1,b1d2->f6f8->e5g6,2,2,0,0.24040985107421875
r1b2r1k/1p2Nppp/p4R2/4B3/4q3/6Q1/P5PP/R6K w - - 0 1,g3g7->h8g7->f6g6,2,2,0,5.468690872192383
Q7/1pR5/1pnp4/q7/1pb2N2/1PkpP3/3Np3/2K5 w - - 0 1,e3e4->c6d8->c7c4,2,2,0,0.5571539402008057
7B/1p6/3bp1q1/5kp1/5rN1/3PR1PK/8/7R w - - 0 1,e3e5->d6e5->g4e3,2,2,0,0.3990049362182617
N1R5/8/3p4/3k2p1/1rp1Rn2/5P2/3bB2K/1r6 w - - 0 1,a8b6->b4b6->e2c4,2,2,0,1.441634178161621
Nq6/1r6/3p4/p2k1npQ/B1p1R3/B4P2/3b2n1/7K w - - 0 1,a8b6->b7b6->h5f7,2,2,0,0.19553303718566895
4r3/1p2p3/r3R3/Ppk5/1p3pP1/1Pp3q1/6B1/5QK1 w - - 0 1,f1d1->e8h8->d1d5,2,2,0,1.3271968364715576
8/3pBB2/p2ppR2/4k1P1/2nR3N/2P1p3/5r1r/1b4K1 w - - 0 1,h4g2->c4b6->e7d6,2,2,0,0.3595888614654541
4R3/2R3p1/1p1k1b1r/1Ppp4/2r4q/5Qp1/1P4P1/5NK1 w - - 0 1,f3g3->f6e5->g3e5,2,2,0,1.4859020709991455
8/6K1/6Np/1N1P3Q/1P2k1pP/1p2p2b/1Pq5/8 w - - 0 1,h5f5->e4f5->b5d6,2,2,0,0.37826013565063477
3r4/2p2pb1/2QP2p1/1p3kPN/1Rb2P2/7q/P4P1N/6K1 w - - 0 1,f2f3->d8h8->c6e4,2,2,0,2.5854620933532715
r1b4r/ppkp1B1p/1npb3Q/4N3/3PpB2/8/PPP1KP1P/q7 w - - 0 1,e5c6->h8g8->h6d6,2,2,0,5.201510190963745
qn6/2K2p2/p4P1N/p3k3/P1p1b1Qp/2P4p/3Pp2P/2B1N3 w - - 0 1,d2d4->e5f6->h6g8,2,2,0,0.14929580688476562
2N5/1p2Qn2/qP1b2N1/2pk2n1/2p1p1B1/2P5/1K6/8 w - - 0 1,b2b1->f7h8->e7d6,2,2,0,0.41260433197021484
r3b3/3nbk2/1p2p1N1/p3B2B/2QP2P1/P7/1P2P1K1/3q4 w - - 0 1,c4e6->f7e6->g6f4,2,2,0,0.26674628257751465
B7/1r2n2b/p2P4/R4p2/2pk1B2/2pp2PK/P6N/nQr3q1 w - - 0 1,b1b5->h7g8->b5e5,2,2,0,2.3416388034820557
n6n/1Kpp3q/8/2pkPp1P/P5Q1/2B3p1/1PP1P1Nb/7r w - - 0 1,b2b3->h8f7->g4c4,2,2,0,0.9917750358581543
5r2/4p3/B5p1/4b3/n3P3/3NR1p1/3p2Nn/1K1k4 w - - 0 1,d3c1->f8h8->a6e2,2,2,0,1.027656078338623
6n1/4p3/4R1p1/1pkp2p1/bpN3Q1/1p1p3K/5q2/4n3 w - - 0 1,c4a5->g8h6->a5b7,2,2,0,0.2713899612426758
7R/5p2/3p3n/5P1k/7P/1p3P2/5q1p/Q6K w - - 0 1,a1g1->h5h4->g1g4,2,2,0,0.9029767513275146
8/4Q2p/4p2b/K6k/B3P3/4P1Pb/1q1P3P/8 w - - 0 1,g3g4->h3g4->a4e8,2,2,0,0.2102048397064209
1Nn1qb2/1R1r2p1/1N2b3/k1pp3R/1p6/BPn5/1K6/2Q5 w - - 0 1,c1f1->f8e7->f1a6,2,2,0,1.1150999069213867
r6r/pp3p2/2q1bknp/2P1pN1Q/4PP1P/8/PP4B1/2R3K1 w - - 0 1,h5g5->h6g5->f4g5,2,2,0,0.24010801315307617
1Nn2b2/1R5r/6q1/kpp1Pb2/3p4/BP5P/1K6/3Q4 w - - 0 1,d1a1->f8g7->a3c5,2,2,0,1.846972942352295
8/8/p2pp1Kp/1p1bk3/3R2P1/B3P3/2rN4/8 w - - 0 1,g4g5->d5a8->a3d6,2,2,0,0.6917908191680908
2b2K2/2n4B/4k3/1p1NP3/n1r2Q2/8/8/7q w - - 0 1,f4d4->c8d7->d5f4,2,2,0,0.38782811164855957
8/6pk/5r2/2pQ3B/7R/5pb1/1q6/6K1 w - - 0 1,h5f3->h7g6->d5h5,2,2,0,0.1653289794921875
3b4/p5pb/3n4/2pNR3/7p/6kP/1Pn3P1/6BK w - - 0 1,d5c3->d8e7->c3e2,2,2,0,0.47437620162963867
1nK1R3/5Bpb/3k4/N1b2pB1/3pp3/5r2/8/2n5 w - - 0 1,g5d8->b8d7->d8c7,2,2,0,0.2821030616760254
r3r3/2R1p2p/p3kpn1/3N4/3QP3/bP3N1P/P3q1PB/6K1 w - - 0 1,d4f6->e7f6->f3d4,2,2,0,3.2724339962005615
1R6/p1p1pB2/1r5Q/3p4/1PkbP1p1/K5P1/3PP3/1q6 w - - 0 1,a3a4->b6b8->f7d5,2,2,0,3.5006699562072754
r2q1b1r/1pN1n1pp/p1n3k1/4pb2/2BP4/P7/1PP3PP/2BQ1RK1 w - - 0 1,d1d2->h8g8->d2g5,2,2,0,0.9046688079833984
r1b5/pp1nN1rp/3R4/6pk/4P3/6R1/PP4PP/6K1 w - - 0 1,d6h6->h5h6->g3h3,2,2,0,0.24387097358703613
r3kb1r/pbqn2p1/1p5p/2p1p3/4P2B/1QP5/PP1NBPPP/R3K1NR w KQkq - 0 1,e2c4->h8g8->c4f7,2,2,0,1.1304452419281006
5k2/p1rp1ppp/1p6/8/1b6/4B2P/PP2RPP1/2r1R2K w - - 0 1,e3c5->d7d6->e2e8,2,2,0,0.390775203704834
1rk4r/ppp1nQp1/1q6/8/7b/1P3R1P/P4PP1/3R2K1 w - - 0 1,d1d6->h8g8->f7e6,2,2,0,0.19489288330078125
2b2r2/1r3k2/1p1p1BR1/p1pP1Pn1/P1P2pP1/1P3pq1/8/4Q2K w - - 0 1,g6g7->f7f6->e1a1,2,2,0,0.10482192039489746
3q1Nk1/4bpp1/7p/8/8/8/2Q2PPP/6K1 w - - 0 1,f2f4->g8h8->c2h7,2,2,0,0.3991248607635498
r1bq3r/pp1nk2p/n1pNpp2/3pP1p1/3P1N1Q/3B4/PPP2PPP/R3K2R w - - 0 1,h4h5->h8g8->h5f7,2,2,0,0.703679084777832
4r3/2B2p2/7R/1pkp2p1/P1n1Pn1p/2P5/Q1K5/7q w - - 0 1,a2b1->e8h8->b1b4,2,2,0,1.1387929916381836
r1bq2k1/pp2b2p/n1p3pP/3r4/8/2BP2Q1/PPP1B1P1/2K2R1R w - - 0 1,f1f6->g8h8->f6f8,2,2,0,0.949333906173706
7r/2B1p3/p3n1p1/1k6/Nn4r1/2R1P3/P2N3P/K6B w - - 0 1,c3c4->h8g8->a4c3,2,2,0,10.51632308959961
8/5Q2/1p1b2p1/1Pk5/p1p4p/1b1PP1q1/1R4B1/7K w - - 0 1,b2b3->d6f8->f7d5,2,2,0,2.046555757522583
8/4p3/8/3Rp1q1/4k1Bp/2P4K/br6/6Q1 w - - 0 1,g1d1->g5g8->d1f3,2,2,0,1.0129690170288086
5Q2/r2pRp1q/8/1bP2p2/3k4/3P4/3K4/8 w - - 0 1,e7e1->h7h8->f8d6,2,2,0,0.29332494735717773
4k3/R6R/8/K1p5/1p1N4/p1n5/5rb1/b7 w - - 0 1,d4c2->e8f8->h7h8,2,2,0,0.2245619297027588
r1bq3r/pp1pB1pp/3R1p2/k2P4/2Q5/8/P4PPP/R5K1 w - - 0 1,a2a4->h8g8->c4c3,2,2,0,0.36316800117492676
8/npN5/1pb2R2/4pp2/2Bpk2p/3Np1Pr/K3P3/4b2n w - - 0 1,d3c1->a7c8->c4d3,2,2,0,0.44544100761413574
3k4/2R1N3/3NP3/nb1P2n1/8/2B1r3/1K6/4q3 w - - 0 1,c3a5->g5h7->c7d7,2,2,0,0.39238405227661133
3b2rk/5Qn1/5nR1/8/8/8/8/7K w - - 0 1,f7f6->d8a5->g6h6,2,2,0,0.16582822799682617
8/3Nr1b1/1Q5p/p2b2p1/P1k2n2/8/3K4/3N1q2 w - - 0 1,d2c2->g7h8->b6c5,2,2,0,0.7036640644073486
Bq6/4n2b/p2P4/R4p2/2pk1B2/2pp2PK/Pr5N/nQ5r w - - 0 1,b1c1->b8h8->c1e3,2,2,0,7.470519065856934
2B3q1/2b2p2/7n/3kpn2/1P5Q/2p1B1p1/2P2P2/6K1 w - - 0 1,h4h1->d5d6->e3c5,2,2,0,0.7373650074005127
8/2B1p1n1/2p1b3/8/K2kpN2/p3Np2/2Qp1q2/8 w - - 0 1,c2b2->d4c5->b2b4,2,2,0,0.64223313331604
3n4/p7/3k1N2/PbnPp3/q1p5/2K3N1/3P1Q2/8 w - - 0 1,f2c5->d6c5->g3e4,2,2,0,0.6449978351593018
2R3nK/3B4/R4B1p/1N1k1b2/Q4q1r/4r3/2Pn4/8 w - - 0 1,a4a2->d5e4->d7c6,2,2,0,1.8286190032958984
4Q3/1n2p3/pP2P1N1/P2k2P1/4N2K/1p2p3/2P1Brq1/8 w - - 0 1,e2d3->b7d8->e8d7,2,2,0,0.4895470142364502
8/3p1K1p/Q7/2PR4/2brk3/4p1B1/4P3/7q w - - 0 1,g3d6->e4d5->a6b7,2,2,0,0.7745819091796875
8/3R4/2k1Pp2/6b1/Kp1P4/4rp2/1qP2Q2/6B1 w - - 0 1,f2f1->c6b6->f1b5,2,2,0,0.664086103439331
4r3/1N3p2/1p2q3/3p1bP1/3k1N1R/PPRP4/rp2QP1B/n3K3 w - - 0 1,e1d2->e8h8->f4e6,2,2,0,4.097293853759766
4NQ2/Kp5r/6b1/1P1kb3/N3R3/2p1p1P1/q1P3P1/n7 w - - 0 1,f8f4->h7h8->e4e5,2,2,0,0.2291560173034668
r4nk1/p4rbR/3q1p2/2pNp3/2B1P1Q1/P6P/1PP3P1/6K1 w - - 0 1,g4g7->f7g7->d5f6,2,2,0,0.37033891677856445
4k2r/n1p2p1p/1pp2B2/2p1p2p/8/8/8/R3K2B w Qk - 0 1,e1c1->c5c4->d1d8,2,2,0,0.12320113182067871
2Qrkr2/5p2/5R2/4p3/8/8/8/7K w - - 0 1,f6e6->f7e6->c8e6,2,2,0,0.05708169937133789
4Q2r/rb4pk/2n4p/1p4p1/1qn5/8/PPP2PP1/2KR3R w - - 0 1,h1h6->g7h6->e8f7,2,2,0,3.815011978149414
3r4/p1p4p/1pb3pk/4R3/2P3B1/2Q3PP/P2q1P2/6K1 w - - 0 1,e5h5->g6h5->c3f6,2,2,0,3.3212573528289795
4n1bk/8/6PK/8/7N/8/8/8 w - - 0 1,g6g7->e8g7->h4g6,2,2,0,0.05269002914428711
8/8/5r2/8/1Nb5/p7/4R3/k1K5 w - - 0 1,c1c2->f6f8->e2e1,2,2,0,0.6055171489715576
8/8/B5b1/8/3N4/7r/p7/k1K4n w - - 0 1,a6f1->g6e8->d4c2,2,2,0,0.45499706268310547
3r1k2/1p2p1b1/p5p1/q2B3R/3B1PP1/8/PPP5/2K4R w - - 0 1,h5h8->g7h8->h1h8,2,2,0,0.23762893676757812
3qbn2/3r2k1/1p1r1N1R/p4Pp1/1P6/PBBR4/6P1/6K1 w - - 0 1,f6d5->g7g8->d5e7,2,2,0,0.3834109306335449
6Q1/2b5/pp1p4/k7/p7/KR6/3P4/3q4 w - - 0 1,b3b5->a6b5->g8a8,2,2,0,1.072490930557251
2r1r3/1p1q1p2/p2P2pk/1b2QR2/n7/1N6/PP4PP/1B4K1 w - - 0 1,f5f4->e8h8->f4h4,2,2,0,0.4916379451751709
r1bqr3/p2nkpp1/1pn1p2Q/2ppP1P1/3P1N2/2P5/PP3PP1/R1B1K2R w KQ - 0 1,f4d5->e7f8->h6h8,2,2,0,0.567929744720459
7r/6r1/p2Q4/1k6/8/1P6/6q1/R3K3 w Q - 0 1,b3b4->h8g8->d6c5,2,2,0,0.39838695526123047
5r1k/6Rp/3p1PpN/4p1b1/4P3/8/8/7K w - - 0 1,h1g1->f8g8->h6f7,2,2,0,0.027134180068969727
5nrk/5R1p/7P/p4BN1/Pb4P1/8/8/7K w - - 0 1,f5h7->g8g7->h6g7,2,2,0,0.08186006546020508
2R5/1Q6/8/5q2/2nk4/3p3p/3B1Pr1/K7 w - - 0 1,f2f3->f5f8->b7e4,2,2,0,0.7903027534484863
5rkr/2q2p1p/p4Rn1/b2B2Q1/1p2P3/2PP4/PP4PP/7K w - - 0 1,f6g6->h7g6->g5g6,2,2,0,0.23642921447753906
r1b4R/ppp2rk1/2q1p1N1/n3PpB1/3P4/n1PB4/P3QPP1/R3K3 w Q - 0 1,e2g4->c8d7->g5h6,2,2,0,2.348383903503418
r2q1knr/ppp2ppp/1b1p4/1B2N3/3PPN2/2P5/PP4PP/2Bb1RK1 w - - 0 1,f4g6->h7g6->f1f7,2,2,0,0.7766590118408203
r7/4B3/7p/6nk/3R4/3Q4/6K1/q7 w - - 0 1,g2g3->a8h8->d4h4,2,2,0,1.6654489040374756
3r1rb1/p6k/1q1Np1pp/3nQ3/8/3R1N2/PP3PPP/2R3K1 w - - 0 1,f3g5->h6g5->d3h3,2,2,0,5.169047117233276
r2q1r1k/6pp/8/8/2B4R/8/1P4PP/3Q3K w - - 0 1,d1b1->f8g8->b1h7,2,2,0,0.18715405464172363
1r3r1k/7p/2pp1Pp1/q3P3/p3P3/1BP2P2/P1P1N3/2KR3R w - - 0 1,h1h7->h8h7->d1h1,2,2,0,1.4641761779785156
4r2k/6pp/3bB3/4N3/4KR2/8/8/8 w - - 0 1,e4d3->e8g8->e5f7,2,2,0,0.33076024055480957
rk2r3/ppp1np1p/4B3/2N5/3Q2bq/3P4/PPP5/5RK1 w - - 0 1,d4b4->e8h8->b4b7,2,2,0,1.6722869873046875
4rk1N/4q1pp/5p2/8/2B5/8/5PP1/5K1R w - - 0 1,h8g6->h7g6->h1h8,2,2,0,0.2070300579071045
7k/3b2p1/p6p/1pRpR3/1P1P4/6Pq/1r5P/1B4K1 w - - 0 1,c5c8->d7c8->e5e8,2,2,0,0.5618979930877686
6kr/p1q2p1p/1r3p1B/3R4/2b1N3/4R1P1/PPP4P/2K5 w - - 0 1,a2a4->c7d8->d5d8,2,2,0,2.351576089859009
8/4N1p1/3p1rr1/3R2b1/5kp1/3p2p1/3K2B1/8 w - - 0 1,d5e5->g6h6->e5e4,2,2,0,0.11017704010009766
4r1kr/3N1p2/5p2/1p4Bp/2q3Q1/8/5PPP/6K1 w - - 0 1,g5c1->g8h7->d7f6,2,2,0,0.37624311447143555
r1r1n1k1/4RRp1/1Bp3Q1/3p4/2P4p/1P4PP/Pq4B1/7K w - - 0 1,a2a4->g8h8->f7f8,2,2,0,0.32296180725097656
5rk1/1p6/p1b1rPp1/2p5/2P1p2R/1P2P2P/PBq3P1/5RK1 w - - 0 1,f6f7->f8f7->h4h8,2,2,0,3.94930100440979
2r3r1/1Q2p3/p2bk1N1/1bqR1R2/4P1n1/6P1/5PK1/8 w - - 0 1,b7c6->g8h8->g6f4,2,2,0,0.38564205169677734
2b1B3/1nBr4/1Q1P2N1/2pk1P2/K2p4/2q5/8/8 w - - 0 1,a4b5->d7d8->b6c6,2,2,0,0.1747281551361084
8/1p1B1b2/Q3pP2/n1b1p3/4k1K1/r2R4/4P3/5q2 w - - 0 1,d3a3->f7g8->a6d3,2,2,0,0.4160282611846924
6q1/2pp1p2/2n5/1Q3NPK/4k3/1B2npBb/1P6/7r w - - 0 1,b3d5->e4f5->b5d3,2,2,0,0.4157068729400635
K7/2N1p1q1/1pP1Qn2/1Pk3N1/2p3n1/P1p1p1B1/2P3b1/3r4 w - - 0 1,e6e3->d1d4->g5e6,2,2,0,0.5385079383850098
6q1/1p3p2/3N4/1Q4PK/3n1k2/1B2np1b/1P3B2/7r w - - 0 1,b5e5->f4e5->f2g3,2,2,0,0.1374199390411377
r2r1b1k/1p3pp1/p3pN1p/qb2P1Q1/8/3B2R1/PP4PP/3R2K1 w - - 0 1,a2a4->f8e7->g5g7,2,2,0,0.6235990524291992
2b2r2/2n3b1/7N/5R2/2P1k2B/5NP1/1P2K3/8 w - - 0 1,b2b4->f8h8->f5f4,2,2,0,0.4766349792480469
3qn1kr/pp3p1p/7B/3N4/8/8/1P4PP/4R1K1 w - - 0 1,e1e8->d8e8->d5f6,2,2,0,0.585676908493042
3B4/8/8/8/4N1r1/6bk/8/6RK w - - 0 1,g1g3->g4g3->e4f2,2,2,0,0.283815860748291
8/8/8/3N4/3P4/2r1B3/K2R4/2kn4 w - - 0 1,d2c2->c1c2->d5b4,2,2,0,0.3371429443359375
3r4/R2Nn3/2k1B3/1rP5/3K4/8/8/8 w - - 0 1,d4c4->d8h8->d7e5,2,2,0,0.4004998207092285
3r1k2/rq2Rp2/8/7N/2n5/B7/1P6/K7 w - - 0 1,e7e8->f8e8->h5f6,2,2,0,0.03618502616882324
